"region","population","sex","age","education","income","statusquo","vote"
"S",25000,"F",35,"S",7500,1.54808,"Y"
"S",25000,"M",24,"S",2500,0.24455,"Y"
"S",25000,"F",22,"S",15000,1.43793,"Y"
"S",25000,"M",54,"P",7500,-0.91601,"U"
"S",25000,"F",25,"S",7500,1.21252,"A"
"S",25000,"M",59,"P",2500,1.39241,"Y"
"S",25000,"M",30,"S",7500,-0.37017,"Y"
"S",25000,"M",26,"P",7500,1.18326,"Y"
"S",25000,"F",41,"S",15000,1.36173,"Y"
"S",25000,"F",52,"P",2500,-0.79576,"U"
"S",25000,"F",21,"PS",15000,-1.29617,"N"
"S",25000,"M",36,"P",7500,-0.0493,"N"
"S",25000,"M",28,"P",2500,0.13858,"U"
"S",25000,"M",42,"P",2500,0.12341,"Y"
"S",25000,"F",22,"PS",35000,-0.7125,"N"
"S",25000,"F",36,"S",35000,-0.0338,"U"
"S",25000,"F",36,"PS",35000,0.21687,"U"
"S",25000,"M",57,"P",7500,-0.43126,"U"
"S",25000,"M",20,"P",7500,0.2575,"Y"
"S",25000,"F",37,"P",2500,1.5877,"Y"
"S",25000,"M",23,"S",2500,-1.19739,"N"
"S",25000,"F",24,"P",2500,1.46885,"Y"
"S",25000,"F",29,"P",7500,1.3587,"A"
"S",25000,"M",55,"P",7500,1.47615,"Y"
"S",250000,"M",48,"PS",35000,0.40498,"Y"
"S",250000,"F",23,"S",35000,-1.29293,"N"
"S",250000,"M",40,"S",35000,-1.1517,"N"
"S",250000,"M",20,"S",35000,0.98762,"Y"
"S",250000,"F",38,"PS",75000,0.05047,"Y"
"S",250000,"F",26,"S",15000,-0.88716,"N"
"S",250000,"F",49,"S",15000,-1.07783,"A"
"S",250000,"M",55,"S",35000,-0.1693,"N"
"S",250000,"M",39,"PS",75000,-0.9353,"N"
"S",250000,"M",33,"P",NA,-1.03486,"N"
"S",250000,"F",18,"S",200000,0.11608,"U"
"S",250000,"F",65,"P",NA,0.32554,"Y"
"S",250000,"M",21,"PS",75000,-0.80281,"N"
"S",250000,"F",33,"S",75000,-1.0632,"N"
"S",250000,"M",42,"PS",125000,-1.03503,"N"
"S",250000,"F",24,"S",35000,1.26582,"Y"
"S",250000,"F",21,"S",15000,-0.05113,"Y"
"S",250000,"M",33,"PS",15000,0.30861,NA
"S",250000,"M",52,"PS",7500,0.51881,"U"
"S",250000,"F",70,"S",75000,1.25757,"U"
"S",250000,"F",26,"P",7500,0.64423,"Y"
"S",250000,"F",53,"P",7500,-0.07279,"N"
"S",250000,"M",21,"P",15000,0.53116,"Y"
"S",250000,"F",34,"P",15000,0.52985,"U"
"S",250000,"M",60,"P",35000,1.40283,"Y"
"S",250000,"F",28,"S",7500,-1.14049,"N"
"S",250000,"F",19,"S",35000,-1.09015,"N"
"S",250000,"M",45,"PS",35000,-0.56055,"N"
"S",250000,"M",18,"S",15000,-0.92939,"N"
"S",250000,"F",42,"P",35000,-0.15489,NA
"S",250000,"M",30,"P",15000,1.06038,NA
"S",250000,"M",21,"S",15000,-0.16832,"N"
"S",250000,"F",37,"P",35000,1.04304,"Y"
"S",250000,"F",24,"P",7500,-0.88666,"Y"
"S",250000,"M",36,"PS",75000,-1.2204,"N"
"S",250000,"F",39,"PS",200000,-1.19438,"N"
"S",250000,"F",18,"PS",NA,0.37771,"Y"
"S",250000,"F",40,"PS",200000,1.3454,"Y"
"S",250000,"M",55,"PS",200000,-1.21974,"N"
"S",250000,"M",22,"PS",15000,-0.81078,"N"
"S",250000,"M",42,"S",15000,-1.03314,NA
"S",250000,"F",26,"P",7500,0.02034,"U"
"S",250000,"M",25,"PS",35000,1.3274,"Y"
"S",250000,"F",51,"S",15000,-1.0312,"U"
"S",250000,"F",39,"P",75000,-0.28245,"N"
"S",250000,"F",39,"S",15000,-1.30713,"N"
"S",250000,"F",50,NA,2500,-1.29617,"N"
"S",250000,"M",22,"PS",35000,-1.1517,"N"
"S",250000,"F",21,"S",35000,-1.01948,"U"
"S",250000,"M",47,"S",15000,-0.97273,"N"
"S",250000,"F",23,"S",2500,1.35949,"Y"
"S",250000,"F",40,"P",2500,-1.29617,NA
"S",250000,"M",32,"S",7500,0.43679,"U"
"S",250000,"M",29,"PS",NA,0.96494,"Y"
"S",250000,"M",37,"S",15000,-0.48129,"N"
"S",250000,"F",24,"S",15000,-1.18602,"N"
"S",250000,"M",18,"S",NA,-1.10618,NA
"S",250000,"F",58,"P",35000,0.3561,NA
"S",250000,"M",65,"P",15000,-1.29617,"N"
"S",250000,"F",65,"P",15000,-0.22181,"U"
"S",250000,"F",57,"P",35000,NA,NA
"S",250000,"M",41,"S",75000,-0.78299,"N"
"S",250000,"M",30,"PS",75000,-0.85229,NA
"S",250000,"F",22,"S",15000,-0.86098,NA
"S",250000,"M",27,"PS",35000,NA,"U"
"S",250000,"M",22,"S",15000,-0.69824,"N"
"S",250000,"M",48,"P",2500,-1.09862,"A"
"S",250000,"F",40,"P",2500,-1.22285,"N"
"S",250000,"M",29,"S",NA,0.01222,"U"
"S",250000,"F",24,"PS",200000,0.75867,"U"
"S",250000,"M",62,"P",35000,-1.10181,"U"
"S",250000,"F",30,"S",7500,-0.72077,"N"
"S",250000,"M",31,"PS",15000,-1.05625,"N"
"S",250000,"M",29,"PS",15000,-0.08136,"N"
"S",250000,"F",48,"P",7500,-1.29617,"N"
"S",250000,"F",53,"P",2500,0.55703,"Y"
"S",250000,"F",22,"P",15000,-1.05197,"Y"
"S",250000,"M",30,"S",7500,-1.04084,"N"
"S",250000,"M",43,"S",15000,-1.29617,"N"
"S",250000,"M",38,"S",15000,-1.21232,"N"
"S",250000,"F",39,"S",125000,-0.43399,"U"
"S",250000,"M",40,"PS",75000,-1.11744,"N"
"S",250000,"F",66,"PS",75000,-1.04075,"N"
"S",250000,"M",30,"PS",75000,-1.06681,"N"
"S",250000,"F",26,"S",35000,1.39831,"Y"
"S",250000,"F",28,"S",7500,-1.00003,"N"
"S",250000,"M",35,"P",15000,0.34456,"Y"
"S",250000,"F",46,"S",2500,1.07149,"U"
"S",250000,"F",19,"S",35000,0.25636,"A"
"S",250000,"M",65,"P",2500,-1.29617,"N"
"S",250000,"M",22,"S",35000,-0.29019,"Y"
"S",250000,"F",53,"P",2500,1.5877,"Y"
"S",250000,"F",18,"P",2500,0.43869,"N"
"S",250000,"M",48,"P",NA,-0.15992,NA
"S",250000,"M",33,"S",35000,-0.97949,"N"
"S",250000,"M",53,"P",7500,-1.10088,"N"
"S",250000,"M",33,"P",15000,1.47476,"Y"
"S",250000,"M",37,"P",15000,-0.05639,"U"
"S",250000,"F",34,"P",7500,-0.9089,"N"
"S",250000,"F",36,"P",15000,0.47789,"Y"
"S",250000,"F",36,"S",7500,-0.75762,"U"
"S",250000,"F",38,"S",75000,-0.67253,"N"
"S",250000,"M",36,"S",35000,1.22715,NA
"S",250000,"M",22,"S",15000,-0.88058,"N"
"S",250000,"F",18,"PS",35000,-1.06673,"N"
"S",250000,"F",31,"PS",75000,-1.07899,"N"
"S",250000,"F",55,"P",NA,-1.2727,"U"
"S",250000,"F",70,"P",75000,NA,"U"
"S",250000,"F",18,"S",7500,-0.99975,"N"
"S",250000,"F",36,"S",15000,-0.71567,"A"
"S",250000,"M",56,"PS",35000,-1.20544,"N"
"S",250000,"F",70,"S",35000,1.43203,"N"
"S",250000,"M",29,"PS",NA,-1.25656,"N"
"S",250000,"F",22,"PS",7500,-1.29617,"N"
"S",250000,"F",40,"S",35000,1.33821,NA
"S",250000,"M",45,"PS",35000,-0.92947,NA
"S",250000,"M",30,"P",15000,0.25023,"Y"
"S",250000,"F",44,"P",7500,0.38898,"A"
"S",250000,"F",25,"S",15000,0.81611,"Y"
"S",250000,"F",48,"P",7500,-0.11207,"U"
"S",25000,"F",22,"PS",15000,-1.06129,"N"
"S",25000,"F",63,"P",15000,-0.27926,"Y"
"S",25000,"M",57,"P",15000,0.74066,"Y"
"S",25000,"M",22,"S",35000,-1.19945,"N"
"S",25000,"M",25,"P",7500,-1.09176,"U"
"S",25000,"F",21,"S",2500,-0.80256,"N"
"S",25000,"F",51,"PS",35000,1.38626,"Y"
"S",25000,"M",70,"P",15000,-0.48681,"U"
"S",25000,"M",36,"PS",15000,-0.90237,"N"
"S",25000,"M",25,"P",15000,-0.79222,"N"
"S",25000,"F",24,"PS",15000,0.58929,"U"
"S",25000,"M",58,"S",75000,1.55477,"Y"
"S",25000,"F",59,"P",15000,-1.29617,"N"
"S",25000,"M",28,"P",7500,-1.11956,"N"
"S",25000,"F",21,"S",35000,-0.40754,"N"
"S",25000,"M",21,"PS",15000,-0.79464,"N"
"S",25000,"F",38,"PS",75000,-1.29617,"N"
"S",25000,"M",70,"P",35000,-0.91196,"U"
"S",25000,"F",60,"S",15000,1.43203,"Y"
"S",25000,"F",25,"P",15000,-0.76597,"N"
"S",15000,"F",38,"P",15000,-0.60892,"U"
"S",15000,"F",24,"S",7500,1.27453,"U"
"S",15000,"M",20,"P",7500,-0.44311,"N"
"S",15000,"M",58,"P",7500,1.46885,"Y"
"S",15000,"M",58,"P",7500,1.68819,"Y"
"S",15000,"F",69,"S",15000,1.03459,"Y"
"S",15000,"M",29,"P",15000,0.32316,"Y"
"S",15000,"F",34,"S",35000,-0.38947,"U"
"S",15000,"F",47,"S",7500,-1.00879,"N"
"S",15000,"F",62,"P",7500,0.24454,"U"
"S",15000,"F",27,"S",7500,-1.00877,"N"
"S",15000,"M",69,"P",7500,1.5877,"Y"
"S",15000,"F",70,"P",7500,0.90441,"Y"
"S",15000,"M",35,"P",7500,0.17868,"Y"
"S",15000,"M",19,"S",15000,-0.86197,"N"
"S",15000,"F",37,"P",7500,1.5877,"Y"
"S",15000,"F",21,"S",15000,-0.99603,"N"
"S",15000,"M",20,"P",7500,-0.96762,"N"
"S",15000,"M",61,"P",7500,0.27293,NA
"S",15000,"M",19,"S",35000,0.11796,"U"
"S",45000,"M",28,"S",15000,-1.1464,"N"
"S",45000,"F",27,"P",15000,-1.07534,NA
"S",45000,"M",41,"S",35000,-0.21053,"N"
"S",45000,"M",23,"P",2500,0.95611,"N"
"S",45000,"F",53,"P",15000,0.13473,NA
"S",45000,"F",36,"S",15000,-1.04877,"N"
"S",45000,"F",27,"S",7500,-1.21695,"N"
"S",45000,"M",64,"S",15000,-0.88369,"N"
"S",45000,"M",31,"S",7500,-1.04155,"N"
"S",45000,"M",49,"PS",7500,0.4324,"Y"
"S",45000,"M",25,"PS",15000,-1.29617,"N"
"S",45000,"F",33,"P",7500,-0.25351,"N"
"S",45000,"F",22,"P",15000,-0.72379,"Y"
"S",45000,"M",63,"P",35000,0.81197,"Y"
"S",45000,"F",67,"P",7500,-0.62189,"N"
"S",45000,"F",26,"S",7500,-1.22285,"U"
"S",45000,"F",49,"P",15000,-1.29617,"N"
"S",45000,"M",65,"S",15000,-0.51411,NA
"S",45000,"F",44,"P",35000,-0.15201,NA
"S",45000,"M",30,"PS",15000,-0.51062,"N"
"S",25000,"F",58,"P",2500,-0.93163,"N"
"S",25000,"M",66,"P",2500,1.48145,"Y"
"S",25000,"F",37,"P",7500,0.93681,"U"
"S",25000,"F",28,"P",7500,1.25522,"Y"
"S",25000,"M",20,"S",2500,0.0072,"N"
"S",25000,"M",49,"P",7500,1.29306,"Y"
"S",25000,"F",30,"S",7500,1.5877,"Y"
"S",25000,"F",67,"P",15000,1.39971,"Y"
"S",25000,"F",31,"P",7500,1.24248,"Y"
"S",25000,"M",33,"S",15000,-0.20032,"U"
"S",25000,"M",29,"P",2500,-1.29617,"N"
"S",25000,"M",69,"P",7500,1.18476,"Y"
"S",25000,"F",27,"S",15000,0.35728,"Y"
"S",25000,"F",43,"P",7500,-0.86824,NA
"S",25000,"M",64,"P",NA,-1.05791,"A"
"S",25000,"F",20,"P",2500,1.22013,"Y"
"S",25000,"F",38,"P",15000,0.95449,"Y"
"S",25000,"M",64,"P",NA,0.34505,"N"
"S",25000,"M",24,"S",7500,0.36676,"N"
"S",25000,"M",34,"PS",15000,0.06712,"A"
"S",8750,"M",28,"PS",75000,-0.18762,"A"
"S",8750,"M",70,"P",7500,0.94771,"U"
"S",8750,"F",38,"S",15000,1.18423,"Y"
"N",8750,"F",32,"P",7500,1.22566,"Y"
"S",8750,"M",32,"S",75000,1.35949,NA
"S",8750,"F",24,"P",7500,1.38957,"Y"
"S",8750,"F",37,"S",7500,1.33244,"Y"
"S",8750,"M",50,"P",7500,1.5935,"Y"
"S",8750,"M",50,"P",7500,1.19527,"Y"
"S",8750,"M",29,"P",15000,1.35218,"U"
"S",8750,"M",26,"S",7500,1.2728,"Y"
"S",8750,"M",37,"PS",7500,-1.04106,"N"
"S",8750,"F",20,"P",2500,1.47476,"Y"
"S",8750,"F",36,"P",35000,-0.98395,"U"
"S",8750,"M",38,"P",15000,1.5038,"Y"
"S",8750,"F",26,"P",7500,1.20337,"Y"
"S",8750,"M",46,"S",7500,1.44322,"Y"
"S",8750,"F",68,"P",15000,0.06376,"U"
"S",8750,"F",37,"P",2500,1.456,"Y"
"S",8750,"M",34,"PS",75000,0.8459,"U"
"S",45000,"F",46,"PS",35000,1.17549,"Y"
"S",45000,"M",47,"S",75000,-1.22876,"N"
"S",45000,"F",20,"S",35000,0.2422,"N"
"S",45000,"M",26,"P",15000,0.67166,"Y"
"S",45000,"M",19,"S",75000,1.21306,"Y"
"S",45000,"F",32,"PS",15000,1.21501,NA
"S",45000,"F",20,"S",15000,1.19375,"Y"
"S",45000,"F",65,"P",7500,1.5877,"Y"
"S",45000,"M",45,"P",7500,1.5877,"Y"
"S",45000,"M",27,"S",35000,0.83702,"Y"
"S",45000,"F",40,"PS",35000,0.91251,"U"
"S",45000,"F",33,"PS",15000,1.47024,"Y"
"S",45000,"M",37,"PS",35000,-0.26722,"N"
"S",45000,"F",39,"P",NA,1.31511,"Y"
"S",45000,"M",29,"S",35000,-0.68978,NA
"S",45000,"M",32,"P",35000,1.3526,"Y"
"S",45000,"F",30,"P",7500,0.07743,"A"
"S",45000,"F",44,"P",15000,1.13002,"Y"
"S",45000,"F",60,"P",7500,1.29953,"U"
"S",45000,"M",37,"S",15000,-1.15543,"A"
"S",25000,"F",58,"P",7500,0.50186,"N"
"S",25000,"M",35,"P",15000,0.10046,"U"
"S",25000,"M",47,"S",35000,1.47615,"Y"
"S",25000,"F",45,"P",7500,0.02279,"A"
"S",25000,"F",20,"S",NA,1.27928,"Y"
"S",25000,"F",45,"P",7500,1.5877,"Y"
"S",25000,"M",21,"S",15000,1.08435,"Y"
"S",25000,"F",18,"PS",35000,1.36539,"Y"
"S",25000,"F",25,"PS",35000,-1.29617,"N"
"S",25000,"M",65,"PS",35000,-1.22876,"N"
"S",25000,"F",47,"P",2500,1.5877,"Y"
"S",25000,"M",56,"P",7500,0.229,"N"
"S",25000,"M",59,"P",15000,-0.2766,"Y"
"S",25000,"F",23,"P",7500,0.27658,"Y"
"S",25000,"M",19,"S",15000,1.29798,"Y"
"S",25000,"M",38,"S",35000,-0.28181,"N"
"S",25000,"F",48,"P",7500,0.36525,"Y"
"S",25000,"M",27,"P",7500,1.47024,"Y"
"S",25000,"F",18,"P",7500,-1.29617,"N"
"S",25000,"M",26,"P",7500,0.9508,"Y"
"S",25000,"M",24,"P",15000,-1.15693,"N"
"S",25000,"M",29,"S",15000,-0.33243,"N"
"S",25000,"F",33,"P",7500,1.29012,"Y"
"S",25000,"F",58,"P",7500,NA,"Y"
"S",25000,"M",36,"S",15000,1.50846,"Y"
"S",25000,"M",35,"S",35000,1.00996,"Y"
"S",25000,"F",54,"S",35000,-1.21695,"N"
"S",25000,"F",20,"S",35000,0.41846,"U"
"S",25000,"M",46,"S",75000,1.48735,"Y"
"S",25000,"F",24,"S",35000,-0.26866,"N"
"S",25000,"F",24,"P",2500,0.90932,"Y"
"S",25000,"M",20,"PS",35000,-0.08054,"Y"
"S",25000,"M",41,"S",35000,0.82505,"Y"
"S",25000,"M",48,"P",15000,-0.70898,"N"
"S",25000,"F",50,"P",35000,0.14576,"U"
"S",25000,"F",34,"P",7500,1.2641,"Y"
"S",25000,"M",43,"P",15000,0.97998,"Y"
"S",25000,"M",18,"S",7500,-0.85414,"N"
"S",25000,"F",36,"P",7500,1.58486,"Y"
"S",25000,"F",57,"P",7500,-0.35168,"N"
"S",250000,"M",21,"PS",7500,0.62396,"A"
"S",250000,"M",36,"PS",75000,1.43653,"Y"
"S",250000,"F",43,"P",7500,-0.20299,"Y"
"S",250000,"F",30,"S",35000,-0.82983,"U"
"S",250000,"F",33,"S",15000,0.32316,"U"
"S",250000,"F",38,"P",15000,-0.44442,"N"
"S",250000,"M",28,"S",15000,-0.07212,"U"
"S",250000,"F",36,"S",15000,0.91548,"U"
"S",250000,"F",22,"S",35000,0.32842,"Y"
"S",250000,"M",36,"S",35000,1.12564,"Y"
"S",250000,"F",32,"PS",35000,0.2002,"A"
"S",250000,"M",29,"S",75000,-1.08646,"N"
"S",250000,"F",31,"S",75000,0.18242,"U"
"S",250000,"M",45,"S",75000,1.01395,"Y"
"S",250000,"F",38,"S",35000,-1.29617,"N"
"S",250000,"M",56,"S",35000,-0.93647,"U"
"S",250000,"M",48,"P",35000,0.11316,"Y"
"S",250000,"F",29,"PS",200000,-1.29617,"N"
"S",250000,"F",49,"S",125000,0.06119,"Y"
"S",250000,"M",18,"S",75000,-1.22285,"N"
"S",250000,"F",32,"PS",75000,1.01661,"Y"
"S",250000,"F",57,"S",35000,0.27836,"U"
"S",250000,"F",39,"P",7500,-0.55281,"N"
"S",250000,"M",25,"S",15000,-0.48886,"U"
"S",250000,"M",65,"PS",35000,-1.23032,"N"
"S",250000,"F",52,"P",15000,-0.87337,"N"
"S",250000,"M",64,"P",7500,-1.12468,"N"
"S",250000,"F",38,"S",2500,0.47106,"U"
"S",250000,"F",35,"P",35000,0.65343,"U"
"S",250000,"M",20,"P",15000,-0.68757,"N"
"S",250000,"F",40,"P",7500,-0.03691,"Y"
"S",250000,"F",21,"S",7500,1.1925,"A"
"S",250000,"M",68,"S",35000,-1.04094,"N"
"S",250000,"M",31,"P",15000,1.36267,"Y"
"S",250000,"M",23,"S",125000,-1.06402,"N"
"S",250000,"F",45,"P",35000,1.69876,NA
"S",250000,"F",18,"S",35000,-1.16969,"U"
"S",250000,"F",31,"S",7500,0.59524,"U"
"S",250000,"M",22,"S",35000,-0.96697,"N"
"S",250000,"M",37,"S",35000,1.36617,"A"
"S",15000,"F",59,"P",75000,1.325,"Y"
"S",15000,"F",23,"S",35000,1.51515,"Y"
"S",15000,"M",38,"P",15000,0.23917,"U"
"S",15000,"M",21,"S",NA,-0.33534,"A"
"S",15000,"M",31,"S",35000,0.50833,NA
"S",15000,"F",41,"P",7500,-0.72318,"N"
"S",15000,"M",43,"P",15000,0.59896,"Y"
"S",15000,"M",23,"PS",7500,1.5877,"Y"
"S",15000,"F",35,"P",15000,1.5877,"Y"
"S",15000,"M",60,"P",7500,0.57763,"N"
"S",15000,"F",36,"S",2500,0.19238,"U"
"S",15000,"M",43,"S",15000,-0.43921,"U"
"S",15000,"F",35,"PS",35000,1.5877,"Y"
"S",15000,"M",22,"P",7500,0.67327,"N"
"S",15000,"F",27,"PS",35000,NA,NA
"S",15000,"M",25,"P",15000,-0.97709,"N"
"S",15000,"M",66,"P",15000,1.57366,"Y"
"S",15000,"F",33,"P",15000,1.40952,"Y"
"S",15000,"M",59,"P",7500,1.5877,"Y"
"S",15000,"F",67,"P",7500,0.51637,"N"
"S",15000,"M",21,"P",15000,-1.00723,"N"
"S",15000,"M",54,"P",15000,0.20137,"Y"
"S",15000,"F",35,"S",35000,0.16992,"A"
"N",15000,"M",21,"PS",35000,1.29424,"Y"
"S",15000,"M",55,"S",35000,-1.29617,"N"
"S",15000,"M",23,"S",2500,0.43877,NA
"S",15000,"M",66,"P",15000,-1.29617,"N"
"S",15000,"F",49,"P",2500,-1.1292,NA
"S",15000,"M",68,"P",7500,0.97936,"Y"
"S",15000,"F",20,"P",2500,0.09844,"Y"
"S",15000,"F",31,"S",35000,0.65654,"U"
"S",15000,"M",23,"S",35000,-1.11878,"N"
"S",15000,"M",27,"S",7500,0.57369,"Y"
"S",15000,"M",60,"S",7500,0.31993,"U"
"S",15000,"F",43,"P",7500,1.06426,"Y"
"S",15000,"M",34,"P",15000,1.5877,"U"
"S",15000,"M",43,"P",35000,-0.54177,"N"
"S",15000,"M",37,"S",35000,1.26614,"Y"
"S",15000,"F",48,"P",2500,0.89357,"U"
"S",15000,"F",28,"P",7500,1.1521,"U"
"S",25000,"F",21,"S",35000,-0.80987,"N"
"S",25000,"M",50,"S",75000,-0.05229,"U"
"S",25000,"F",45,"S",35000,-0.41564,"U"
"S",25000,"M",30,"S",35000,0.30179,"Y"
"S",25000,"F",69,"S",7500,-0.11321,"U"
"S",25000,"F",56,"P",2500,1.43432,NA
"S",25000,"F",28,"P",35000,0.19238,"U"
"S",25000,"F",37,"P",2500,-0.36626,"A"
"S",25000,"M",30,"S",2500,1.00098,"Y"
"S",25000,"M",37,"P",7500,NA,"U"
"S",25000,"M",21,"P",35000,-0.35694,"N"
"S",25000,"F",40,"P",2500,-0.23049,"U"
"S",25000,"M",57,"P",7500,0.10233,"Y"
"S",25000,"M",27,"S",15000,-0.43537,"N"
"S",25000,"F",18,"S",2500,1.56059,"Y"
"S",25000,"F",25,"P",7500,1.36755,"Y"
"S",25000,"F",49,"P",2500,0.16314,"Y"
"S",25000,"M",18,"S",7500,-1.21834,"N"
"S",25000,"M",47,"PS",35000,-1.14049,"N"
"S",25000,"F",22,"P",15000,1.54947,"Y"
"S",125000,"M",43,"PS",75000,-0.92993,"N"
"S",125000,"F",52,"P",15000,0.9584,"Y"
"S",125000,"F",24,"S",15000,-0.67175,"A"
"S",125000,"M",18,"S",15000,-0.98612,"N"
"S",125000,"M",28,"PS",75000,-1.14049,"N"
"S",125000,"M",43,"P",200000,1.50201,"Y"
"S",125000,"F",37,"P",35000,0.47684,NA
"S",125000,"F",23,"S",35000,-1.26853,"N"
"S",125000,"M",23,"PS",35000,-1.03486,"N"
"S",125000,"M",42,"PS",35000,0.66881,"U"
"S",125000,"M",20,"S",15000,0.52377,"U"
"S",125000,"F",20,"PS",35000,-1.0495,"N"
"S",125000,"F",48,"P",15000,-0.90176,"U"
"S",125000,"M",36,"S",15000,0.60546,"U"
"S",125000,"F",33,"P",75000,-1.29617,"N"
"S",125000,"F",38,"PS",125000,-0.15788,"N"
"S",125000,"M",37,"P",35000,1.28625,"Y"
"S",125000,"M",22,"PS",200000,1.12564,"Y"
"S",125000,"M",42,"PS",200000,1.54808,"Y"
"S",125000,"F",19,"PS",200000,1.54808,"Y"
"S",15000,"M",41,"P",15000,1.37299,"Y"
"S",15000,"M",27,"PS",NA,1.35464,"U"
"S",15000,"F",23,"S",7500,0.68101,"Y"
"S",15000,"M",56,"P",7500,0.35966,"U"
"S",15000,"F",44,"P",75000,1.40449,"Y"
"S",15000,"F",33,"P",15000,-1.29617,"N"
"S",15000,"M",19,"S",15000,1.71355,"Y"
"S",15000,"M",37,"P",35000,1.43203,"Y"
"S",15000,"F",62,"P",2500,1.26728,"U"
"S",15000,"F",36,"P",15000,0.8591,"U"
"S",15000,"F",26,"PS",35000,-1.04234,"N"
"S",15000,"F",36,"P",35000,0.13228,"U"
"S",15000,"M",40,"PS",75000,0.41409,"N"
"S",15000,"M",22,"P",15000,1.14114,"Y"
"S",15000,"M",32,"P",15000,1.45955,"Y"
"S",15000,"F",19,"P",2500,0.50295,"Y"
"S",15000,"M",34,"S",75000,1.36617,"Y"
"S",15000,"M",69,"P",15000,1.39479,"Y"
"S",15000,"F",32,"S",35000,0.52178,"Y"
"S",15000,"F",39,"P",2500,0.39966,"Y"
"S",25000,"F",31,"P",7500,1.50986,"Y"
"S",25000,"F",57,"P",7500,1.54731,"U"
"S",25000,"M",28,"P",15000,0.67731,"U"
"S",25000,"M",33,"P",15000,-0.82779,"U"
"S",25000,"M",63,"S",35000,1.01347,"Y"
"S",25000,"F",36,"P",15000,0.49424,"U"
"S",25000,"M",52,"S",7500,0.77456,"Y"
"S",25000,"F",44,"P",35000,0.52212,"Y"
"S",25000,"M",19,"S",2500,1.40641,"U"
"S",25000,"F",27,"S",35000,0.92562,"A"
"S",25000,"F",29,"S",2500,-1.25656,"U"
"S",25000,"M",66,"P",7500,-0.84133,NA
"S",25000,"M",24,"P",2500,-1.25656,"U"
"S",25000,"F",59,"P",7500,-1.29617,"Y"
"S",25000,"F",31,"S",15000,1.00888,"Y"
"S",25000,"F",45,"S",7500,1.09242,"Y"
"S",25000,"F",19,"PS",15000,-0.14866,"A"
"S",25000,"M",37,"PS",7500,-0.61342,"N"
"S",25000,"M",36,"S",7500,0.84092,"A"
"S",25000,"M",21,"P",7500,0.73054,"Y"
"S",125000,"F",59,"P",15000,-0.89099,"U"
"S",125000,"F",32,"PS",35000,1.06803,"Y"
"S",125000,"M",47,"P",35000,-1.18323,"N"
"S",125000,"M",18,"S",35000,-0.92939,"N"
"S",125000,"M",34,"S",15000,-0.75084,"N"
"S",125000,"M",29,"S",35000,0.95989,NA
"S",125000,"F",24,"S",35000,-1.25795,"N"
"S",125000,"M",52,"S",15000,-0.55931,NA
"S",125000,"F",52,"P",35000,1.09454,"Y"
"S",125000,"F",54,"P",35000,1.34252,"Y"
"S",125000,"F",45,"P",2500,1.27772,"U"
"S",125000,"F",32,"P",7500,-0.0968,"U"
"S",125000,"M",40,"P",7500,0.70614,"U"
"S",125000,"M",34,"P",7500,-0.84411,"N"
"S",125000,"M",44,"P",15000,-0.12988,"A"
"S",125000,"M",39,"S",75000,-1.14049,"N"
"S",125000,"F",40,"S",125000,0.14576,"A"
"S",125000,"F",55,"P",2500,-1.00723,"N"
"S",125000,"F",21,"P",15000,0.11541,"Y"
"S",125000,"M",18,"S",7500,-1.15309,"N"
"S",125000,"M",70,"S",75000,1.05894,"Y"
"S",125000,"F",31,"S",125000,1.43203,"Y"
"S",125000,"F",35,"PS",75000,1.03393,"Y"
"S",125000,"F",40,"S",35000,0.43786,"Y"
"S",125000,"M",27,"PS",125000,-0.32494,"N"
"S",125000,"F",55,"P",15000,-0.36459,"A"
"S",125000,"F",28,"P",15000,1.49187,"Y"
"S",125000,"F",41,"P",15000,-0.66172,"N"
"S",125000,"M",36,"P",75000,0.84959,"U"
"S",125000,"M",19,"S",7500,-0.17095,"Y"
"S",125000,"F",29,"S",15000,-1.07733,"U"
"S",125000,"M",47,"S",35000,1.43203,"Y"
"S",125000,"M",30,"S",15000,-0.93468,"N"
"S",125000,"M",22,"S",15000,-1.18993,"N"
"S",125000,"F",43,"S",15000,1.03251,"Y"
"S",125000,"F",67,"P",15000,1.00184,"Y"
"S",125000,"M",22,"S",35000,-0.84201,"N"
"S",125000,"F",29,"P",7500,1.44774,"Y"
"S",125000,"F",24,"S",35000,1.24184,"Y"
"S",125000,"M",49,"P",35000,1.5877,"Y"
"S",15000,"F",50,"S",75000,NA,"A"
"S",15000,"F",21,"P",7500,-1.14317,"N"
"S",15000,"F",58,"P",15000,1.32577,"Y"
"S",15000,"M",18,"PS",NA,2.04859,"U"
"S",15000,"M",62,"S",35000,1.12272,"Y"
"S",15000,"M",47,"S",125000,0.66292,"Y"
"S",15000,"M",23,"S",15000,-1.00193,"N"
"S",15000,"M",66,"P",7500,1.17153,"U"
"S",15000,"F",30,"S",7500,0.99168,"Y"
"S",15000,"F",36,"PS",75000,1.47693,"Y"
"S",15000,"M",29,"P",15000,1.3991,"U"
"S",15000,"F",31,"P",15000,1.31661,"Y"
"S",15000,"M",58,"P",2500,-0.76995,"U"
"S",15000,"F",57,"P",7500,-1.22954,"U"
"S",15000,"M",26,"P",2500,-1.15762,"N"
