"votebiden","feel_biden","feel_trump","feel_fauci","feel_feminists","feel_unions","feel_bigbusiness","feel_gay","feel_muslim","feel_christian","feel_jewish","feel_police","feel_scientists","feel_nra","feel_fbi","feel_rural","feel_cdc"
0,15,60,50,0,10,15,50,30,80,80,90,75,30,30,50,30
0,0,100,10,20,50,0,40,40,100,50,100,50,100,40,50,20
0,0,100,0,50,85,50,100,85,85,100,100,85,100,70,100,40
1,85,0,100,100,70,60,100,50,50,50,70,100,30,60,100,60
1,100,0,100,85,100,60,90,85,75,85,65,100,40,85,30,70
1,100,0,100,50,70,50,50,50,50,40,15,100,0,60,15,70
1,85,0,60,70,0,50,85,85,60,85,70,100,0,70,85,70
0,15,70,100,15,50,70,0,0,100,70,100,100,50,70,85,70
1,60,15,70,60,60,15,60,50,60,50,70,100,60,50,85,70
1,100,0,85,60,60,40,70,50,50,50,70,85,0,85,85,85
1,40,0,50,100,60,40,100,100,50,100,15,100,0,50,30,50
0,0,100,40,40,40,50,50,50,100,100,85,70,50,50,50,50
0,40,60,70,55,60,60,75,75,75,75,90,75,85,75,85,85
1,70,0,85,80,65,40,80,70,50,70,30,80,10,60,50,65
1,100,0,85,100,70,15,100,100,50,50,50,100,30,70,70,85
0,0,85,15,50,40,50,50,50,50,50,85,50,60,50,50,50
1,95,0,100,90,75,40,50,85,90,50,50,100,0,25,40,85
1,70,0,80,90,70,0,90,70,70,70,5,90,0,25,40,70
1,70,0,70,60,30,60,40,70,40,30,15,50,40,15,60,85
1,70,40,60,50,20,40,50,50,50,65,100,80,60,85,80,65
1,95,0,95,70,55,30,85,80,65,80,55,90,0,50,35,65
1,85,30,70,50,70,30,50,50,85,70,70,50,60,50,85,50
0,30,40,50,50,15,60,30,50,85,70,85,85,60,70,50,70
1,85,0,100,60,60,10,60,60,30,60,60,85,0,70,50,70
0,0,100,30,0,100,85,100,85,85,100,100,100,100,85,100,0
0,15,100,60,50,40,50,0,40,100,100,100,85,85,85,85,70
0,0,70,40,40,60,70,60,70,85,85,85,70,60,60,85,60
1,70,0,85,100,70,30,100,85,40,100,30,100,0,60,85,60
0,30,65,50,40,50,50,60,60,80,90,75,70,65,55,65,50
0,5,95,50,50,50,50,50,50,78,50,72,87,80,48,50,50
1,70,0,30,100,50,15,100,100,100,100,15,60,0,55,5,60
1,85,0,100,85,85,40,88,80,60,100,70,100,0,85,90,95
1,65,0,70,30,15,50,50,50,60,60,60,70,15,70,50,30
0,15,50,70,0,15,0,50,50,50,50,50,50,15,50,85,50
1,100,0,100,75,75,25,100,50,50,100,75,100,0,100,0,100
1,100,0,100,85,95,86,100,90,100,70,100,100,0,100,100,100
1,80,0,90,60,50,40,50,50,80,50,60,90,10,60,70,90
1,100,0,85,90,100,60,85,80,85,90,85,100,30,80,30,90
1,80,0,90,85,70,5,85,85,10,75,15,95,0,65,30,70
1,75,50,85,75,85,50,70,65,50,80,80,100,0,80,75,90
0,30,50,90,40,10,75,50,50,50,50,90,80,50,60,75,60
1,70,0,100,55,40,60,90,100,70,90,85,100,15,60,90,100
1,85,0,100,85,50,70,85,70,85,100,85,85,40,70,70,85
1,70,15,100,70,40,70,60,60,85,85,70,100,15,50,70,85
0,15,85,60,40,30,50,15,0,85,50,100,70,70,85,85,85
1,85,0,100,85,70,70,70,70,70,70,70,85,70,85,85,100
0,30,80,30,90,80,40,90,90,90,90,100,90,100,90,95,100
0,30,90,40,55,65,65,40,60,90,65,85,70,80,70,85,60
0,0,85,40,40,30,50,50,50,85,50,85,50,50,50,50,70
0,0,100,0,30,50,60,100,85,100,100,100,50,100,85,100,0
1,70,0,70,100,40,0,85,70,50,70,15,100,0,50,50,60
0,0,100,0,0,40,50,70,2,90,95,95,30,100,80,50,7
1,8,0,90,60,70,30,70,50,80,80,80,80,30,50,50,70
1,100,0,100,100,100,50,100,100,100,100,100,100,100,100,100,100
0,30,60,30,50,60,70,15,50,100,85,100,50,50,60,100,40
0,0,100,50,30,60,40,100,30,50,50,100,40,50,85,50,50
1,90,0,90,100,75,70,100,100,70,100,70,100,0,70,30,95
0,30,85,70,30,50,70,50,15,85,15,85,60,70,70,60,60
1,65,35,85,75,55,70,50,100,100,100,85,85,0,35,75,95
0,0,100,0,50,0,50,50,60,100,100,100,50,100,50,100,50
1,85,0,85,50,70,30,50,50,70,50,70,50,40,60,50,70
0,0,100,30,0,15,60,50,40,75,90,90,60,75,60,90,50
1,60,0,85,90,100,60,100,90,40,100,0,100,0,50,20,90
0,0,100,100,50,30,50,50,50,100,50,100,100,100,100,100,100
0,0,100,50,0,0,85,60,40,100,40,70,85,85,60,60,40
1,100,0,85,100,50,0,70,50,50,100,70,100,15,50,50,85
0,30,40,100,70,100,85,50,50,70,50,85,85,50,50,50,85
0,0,100,30,0,0,70,0,0,85,70,85,50,100,70,85,60
0,0,70,5,75,5,75,75,75,75,75,75,75,75,40,85,25
0,40,70,70,70,85,70,85,85,100,100,99,85,90,85,90,85
1,100,0,100,100,85,50,85,85,100,100,85,100,40,100,85,100
0,0,100,70,60,50,60,30,70,85,70,85,85,85,85,85,85
1,85,0,100,70,85,70,70,70,85,85,70,85,60,60,70,70
1,75,0,85,100,85,0,100,85,40,95,40,95,30,40,85,85
1,70,0,85,70,60,30,60,40,40,70,40,70,0,30,40,75
1,75,0,100,100,90,35,100,80,50,60,40,100,0,40,60,85
0,10,30,50,25,25,40,45,50,60,50,95,80,45,75,75,75
1,100,15,100,85,85,85,85,85,85,100,85,100,60,100,60,100
1,100,0,85,40,40,30,60,70,85,85,70,70,70,40,60,85
0,30,60,50,40,40,60,50,50,50,50,80,70,70,30,80,40
1,60,0,90,70,70,0,100,100,100,100,70,100,40,50,100,70
1,100,0,100,60,60,30,100,50,60,50,70,100,0,100,100,0
0,0,50,30,15,50,50,85,100,100,100,85,100,85,70,85,70
1,85,0,100,100,100,30,100,100,50,100,60,100,0,60,70,85
0,15,100,15,15,15,15,0,0,100,85,85,70,100,70,100,60
1,65,30,80,30,10,85,45,80,100,80,75,80,35,70,85,85
0,10,90,60,30,30,60,50,50,70,85,85,70,70,30,70,70
1,100,0,95,90,50,0,10,70,65,55,10,95,0,60,50,90
1,100,0,95,90,65,50,85,85,85,85,85,100,0,85,85,90
1,70,0,100,40,40,50,15,40,100,60,60,70,0,60,70,60
1,100,0,100,85,60,60,100,100,100,100,30,100,0,85,30,85
1,100,0,100,100,60,0,100,85,50,100,85,100,15,100,60,100
0,15,100,30,30,50,30,30,50,85,50,85,40,50,85,100,60
1,100,0,100,40,50,50,100,100,100,100,85,50,50,50,50,70
1,100,0,100,50,50,50,100,50,50,50,70,100,15,85,50,85
1,80,5,99,90,90,0,100,100,10,100,60,99,0,25,70,95
1,85,15,70,70,60,50,70,70,60,85,60,70,30,60,70,70
0,0,85,40,50,60,40,100,100,100,100,100,50,100,40,100,70
0,0,100,40,40,50,60,50,40,60,50,100,50,85,30,85,60
0,40,40,40,85,50,30,70,50,100,60,85,70,50,40,85,70
1,100,0,100,85,60,60,70,85,30,70,70,100,0,60,85,70
0,0,100,30,50,85,30,50,100,100,100,100,100,100,30,100,100
0,0,75,50,50,50,75,50,75,75,100,100,100,75,60,75,60
1,40,10,50,50,50,50,50,50,50,50,50,80,20,50,50,90
1,60,40,90,70,55,60,50,80,80,80,65,80,55,80,80,80
0,0,100,100,30,10,20,0,50,100,50,85,80,50,70,100,85
1,100,0,100,40,100,70,50,50,100,100,100,100,0,100,70,85
1,85,0,100,70,70,50,60,50,100,70,70,100,40,70,85,85
1,85,0,70,100,90,1,100,90,5,99,1,100,0,50,50,85
1,100,0,100,70,30,40,50,70,100,70,0,100,0,50,50,100
1,100,0,100,50,50,0,70,70,70,60,40,100,60,60,40,85
1,50,0,30,100,80,0,100,100,30,80,30,80,0,60,50,65
0,30,70,40,60,40,30,15,40,85,60,70,70,65,60,75,80
0,0,100,15,0,30,50,70,30,100,100,100,50,100,50,100,50
0,15,85,50,30,30,90,90,70,50,85,90,40,75,40,100,70
0,60,50,50,85,50,50,100,50,50,100,50,100,40,50,50,50
0,0,85,30,15,30,70,40,60,60,50,100,40,85,40,85,15
1,85,15,50,60,40,50,60,70,60,85,85,100,40,85,100,100
1,100,60,100,50,100,85,70,70,100,85,85,85,60,85,85,85
1,85,0,85,50,50,50,50,50,50,50,50,50,40,60,50,70
1,85,0,100,85,85,30,70,70,70,50,40,85,0,70,60,40
1,70,0,90,60,60,50,70,70,70,70,80,90,40,70,80,60
1,85,0,100,85,65,40,70,50,65,70,60,100,0,90,45,80
1,85,0,100,85,50,70,85,85,85,85,40,100,0,70,85,100
1,70,15,85,70,60,60,85,60,85,70,70,85,15,85,85,70
1,80,0,90,50,40,50,100,75,20,75,90,90,0,75,30,100
0,30,60,70,0,0,30,40,0,85,50,70,85,0,50,85,60
1,100,0,100,100,100,70,100,85,30,100,60,10,0,85,0,100
0,0,100,50,0,30,70,0,15,85,85,100,60,70,15,85,50
1,85,0,100,85,85,70,70,70,85,85,70,85,15,100,70,70
0,25,90,30,50,40,50,50,75,85,85,85,50,75,49,75,50
1,85,0,100,70,60,40,50,50,85,50,85,60,0,50,30,70
1,70,0,60,50,60,40,50,50,50,85,70,70,15,50,70,70
1,80,0,100,85,70,50,60,60,60,100,60,85,85,85,90,100
1,98,0,90,95,100,0,90,50,25,50,70,100,0,75,40,85
1,85,0,40,60,50,40,60,85,70,60,60,60,40,60,60,60
1,100,0,100,85,70,30,85,70,40,70,40,85,0,70,70,85
1,50,50,35,100,25,80,80,35,75,80,80,90,50,80,50,50
1,95,0,90,45,100,10,40,80,80,75,90,80,0,50,80,90
0,0,100,50,50,15,60,50,50,100,50,85,50,60,40,85,85
1,85,0,100,80,65,40,80,70,85,80,65,95,0,85,95,85
0,30,70,40,40,70,30,30,85,100,40,70,85,60,85,100,100
0,30,90,50,25,50,40,50,50,50,50,90,65,60,50,60,50
0,0,100,15,30,30,80,50,15,80,100,50,100,100,50,100,85
1,85,70,70,50,70,85,15,70,100,50,85,85,70,100,60,70
1,85,0,100,85,70,0,100,85,100,100,60,100,30,50,60,100
1,70,0,70,60,85,60,85,85,85,85,70,85,40,60,85,70
1,100,0,100,50,50,50,50,50,50,100,0,100,50,50,50,100
0,0,90,2,1,0,90,69,20,80,100,100,50,99,70,100,35
0,0,100,40,15,40,50,50,30,85,85,100,70,100,40,100,60
1,85,0,85,60,100,30,85,60,60,60,40,100,0,50,85,85
1,100,0,100,50,50,50,15,50,50,50,50,50,0,50,50,50
0,30,85,40,70,40,85,50,40,100,100,100,70,40,40,100,70
0,15,85,50,40,30,70,50,50,50,50,85,60,70,15,85,70
0,50,50,50,50,85,85,100,100,85,100,100,50,85,85,100,85
1,85,15,85,85,85,60,85,50,80,50,70,100,100,85,85,100
1,40,0,75,25,50,0,50,50,50,50,75,100,0,60,50,50
0,60,100,50,85,85,85,100,100,100,100,85,85,70,50,70,70
1,100,0,100,100,100,50,95,95,50,85,60,100,50,50,40,85
0,0,85,40,60,60,15,70,70,100,85,100,70,40,85,100,50
1,65,0,90,100,70,0,100,100,70,80,15,95,0,50,40,80
0,50,100,0,80,50,70,70,50,50,80,70,100,100,50,70,80
0,15,85,50,40,40,85,50,50,70,50,100,85,100,50,50,50
1,100,0,100,85,85,70,100,85,85,85,85,100,0,100,70,85
1,100,0,100,70,70,40,70,60,70,70,70,85,40,85,70,85
1,75,5,80,55,60,25,75,80,60,80,40,85,15,75,50,70
1,85,0,100,90,75,50,100,85,50,90,30,100,0,80,60,90
0,0,90,30,30,65,60,15,1,100,85,90,90,90,30,85,70
1,100,0,100,85,85,70,85,70,85,70,85,100,30,85,70,85
0,15,40,50,40,30,70,50,85,100,100,85,60,50,70,50,60
1,85,0,100,100,60,60,100,85,100,100,85,100,60,85,100,100
1,100,0,100,70,60,25,50,50,50,100,30,85,0,50,30,50
0,0,100,0,0,20,75,0,0,90,90,90,50,100,30,100,50
1,85,0,90,40,50,40,50,70,70,70,60,85,0,50,40,70
0,0,100,10,50,50,50,50,0,50,50,85,80,70,85,100,50
1,85,10,88,75,55,35,65,50,50,50,45,90,35,45,35,95
0,30,70,40,60,50,60,90,80,90,90,95,80,90,60,90,70
1,70,0,85,85,85,30,100,85,70,85,50,85,30,50,60,70
0,0,100,75,70,85,75,85,50,75,85,100,75,95,30,85,40
1,100,0,100,70,60,40,85,85,85,85,70,100,15,85,70,70
1,85,0,100,100,100,10,100,100,30,100,30,100,0,85,70,100
0,0,100,15,40,50,100,50,50,100,100,100,70,85,40,100,60
0,30,85,50,50,60,70,60,40,85,50,100,85,70,70,70,60
1,85,30,70,50,30,40,50,50,60,50,30,60,30,60,45,60
0,0,100,100,15,100,70,0,0,100,85,85,85,100,60,100,60
1,70,15,85,60,100,50,50,50,50,50,40,85,0,50,30,70
1,100,15,100,85,70,15,100,100,85,100,50,85,0,60,85,100
1,85,0,100,85,50,70,70,85,100,100,100,100,0,70,100,100
1,70,0,100,60,70,70,85,40,70,50,100,100,60,100,85,100
0,30,85,15,50,50,30,50,85,85,100,85,70,85,30,85,40
1,100,0,100,100,70,85,100,70,70,85,90,100,0,90,100,65
1,100,0,100,85,40,40,100,100,100,100,70,100,0,50,70,70
0,15,70,15,40,40,40,85,85,85,85,70,60,85,60,85,30
0,0,100,60,50,85,50,70,50,85,70,100,80,100,70,100,85
0,15,100,50,60,70,30,60,30,60,50,100,100,100,85,85,70
0,30,60,70,30,30,70,50,50,85,85,85,70,85,65,85,85
0,30,100,50,50,80,50,10,0,90,75,70,50,75,75,50,50
0,50,90,60,40,70,100,70,0,90,50,100,70,90,85,60,90
0,0,100,70,50,60,30,30,40,100,100,100,50,85,60,100,50
1,65,0,95,65,65,3,50,50,35,50,55,95,25,80,75,90
1,100,0,100,85,50,40,85,85,85,85,85,100,15,100,40,30
0,25,85,90,50,40,40,50,50,100,100,75,85,50,70,100,75
1,80,0,70,90,90,20,100,100,70,100,40,90,10,85,50,95
1,100,0,100,50,85,40,50,50,50,50,85,100,100,50,85,85
0,20,90,70,40,15,70,85,75,100,100,100,80,80,80,90,85
0,15,100,60,15,40,85,50,0,100,85,70,85,100,30,60,30
0,0,100,50,50,70,40,0,30,85,70,100,85,100,85,85,70
0,0,85,50,40,40,15,50,50,85,85,100,70,100,40,100,50
1,60,15,85,60,50,50,50,50,85,85,85,85,70,50,70,85
1,70,0,100,85,60,30,70,60,30,70,60,85,15,70,70,85
1,100,0,100,70,60,15,85,70,60,85,60,85,0,60,85,60
0,40,70,100,85,50,75,85,70,90,90,100,85,70,85,60,70
1,60,0,100,85,50,50,85,60,85,100,100,100,0,85,60,100
0,60,49,85,50,50,50,50,85,85,100,75,100,65,75,50,100
1,90,0,100,85,70,30,85,85,60,85,40,85,0,70,60,85
1,30,0,60,40,40,0,50,20,80,50,30,90,10,50,50,80
0,15,85,60,85,85,40,70,85,85,100,85,85,85,85,85,85
0,0,100,0,0,0,50,0,50,100,70,100,50,85,30,85,0
0,60,90,60,15,30,100,70,15,50,100,100,20,70,100,70,100
1,90,0,100,60,65,35,50,50,50,50,60,75,0,50,50,65
0,0,100,0,50,70,85,50,50,70,85,100,85,100,70,85,70
1,40,0,40,70,50,50,50,100,50,50,40,40,15,15,50,70
1,100,0,95,65,40,55,50,65,80,75,75,85,1,95,85,90
1,95,0,90,90,100,40,100,70,30,100,60,100,0,70,30,100
1,70,0,85,100,50,0,100,100,30,85,15,100,0,60,40,70
1,100,0,50,100,50,50,100,100,50,100,15,100,0,30,50,85
1,85,15,90,70,50,30,80,70,70,80,60,60,0,60,65,70
1,100,0,100,85,60,30,85,70,60,100,70,100,0,40,40,60
0,70,70,85,70,70,60,70,70,100,70,60,100,50,70,70,85
1,100,0,50,40,60,70,40,40,100,85,70,85,70,85,85,85
0,0,85,40,50,50,50,50,50,60,50,85,50,70,50,50,50
1,85,0,100,100,90,10,100,90,30,100,0,100,2,25,5,98
0,30,60,40,50,40,50,45,40,90,60,90,75,75,80,75,50
1,70,0,30,70,70,30,70,70,50,70,50,100,50,70,70,50
0,10,100,30,0,15,70,10,35,100,85,100,70,100,15,100,60
0,0,100,0,0,80,50,30,0,100,80,100,50,100,60,90,10
1,85,0,100,100,50,80,100,100,100,100,90,100,15,80,100,100
1,85,15,85,70,70,60,60,85,100,85,85,100,85,85,85,100
0,0,100,30,30,85,85,85,0,85,85,85,70,100,70,85,70
1,70,0,100,40,85,0,70,70,40,70,30,100,70,60,60,100
1,50,10,50,45,35,35,40,35,40,40,35,50,40,40,35,40
1,40,20,70,60,75,15,70,50,50,50,70,85,15,50,55,60
0,0,100,5,15,15,50,10,50,100,50,90,20,85,30,90,15
0,15,85,30,50,15,60,70,60,100,100,100,85,85,70,100,85
1,70,0,100,70,40,40,70,60,60,50,70,70,30,60,70,70
1,100,0,85,70,70,30,100,100,40,100,60,100,40,85,50,100
1,85,0,100,40,85,0,85,70,100,100,70,100,0,100,70,100
1,85,0,100,60,60,10,100,100,10,100,70,100,0,100,40,100
1,85,0,80,70,70,85,100,70,70,60,85,85,85,85,70,100
1,100,0,100,100,100,0,100,100,0,100,0,100,0,50,0,100
1,70,0,100,70,100,30,30,60,100,85,85,85,30,85,85,85
0,0,100,0,15,50,70,0,0,100,30,70,40,100,30,85,15
1,70,0,100,70,85,15,100,100,40,100,15,100,0,40,40,70
0,0,100,60,40,40,50,85,100,100,100,100,85,85,100,100,50
1,85,15,100,70,30,40,60,50,70,70,60,85,30,50,40,70
1,85,0,100,70,50,85,100,85,100,100,85,100,30,85,85,100
1,60,0,60,85,85,40,100,85,30,100,30,100,15,70,50,70
0,50,100,85,70,50,70,70,70,100,70,85,70,70,70,85,70
1,85,0,85,100,100,60,100,100,100,100,100,100,15,85,100,85
1,100,0,100,85,70,50,85,85,85,85,85,100,15,85,50,85
1,100,0,100,50,100,30,60,60,60,60,60,100,0,85,50,40
1,70,0,85,100,60,30,100,30,15,85,30,85,0,70,50,60
0,15,100,15,60,60,85,40,60,100,100,100,70,100,40,85,60
0,30,85,85,45,50,35,50,50,100,50,85,50,50,50,75,50
1,70,15,85,50,50,70,50,50,50,50,60,90,15,60,100,50
0,0,75,50,50,50,50,0,0,50,70,25,80,70,15,50,50
1,100,0,100,40,60,40,100,50,100,85,85,70,40,70,50,100
1,100,0,100,85,85,50,85,50,50,85,50,85,0,70,50,70
1,85,0,100,30,70,40,0,50,100,70,85,85,0,100,70,100
1,85,15,85,85,70,50,85,85,70,85,60,70,50,50,50,70
1,100,0,100,100,85,60,100,85,100,100,85,100,0,100,100,100
1,100,0,85,100,70,100,100,100,15,100,70,100,0,100,50,70
1,85,15,100,85,40,85,100,50,85,85,85,100,40,100,40,85
0,30,35,30,50,50,70,50,50,100,100,100,100,0,70,100,50
0,0,85,30,40,50,85,40,50,100,100,100,85,50,70,100,85
1,100,0,100,100,40,40,100,100,40,100,85,100,0,85,15,85
1,60,0,85,40,40,30,70,60,70,60,70,85,30,50,70,70
0,0,85,0,50,100,50,50,50,100,50,85,60,85,50,100,50
0,0,10,30,0,30,85,0,0,100,100,100,70,85,85,100,70
0,30,85,30,85,50,70,85,40,85,85,85,40,60,40,100,40
1,60,15,85,70,50,40,70,70,70,70,80,100,20,70,50,70
1,80,0,85,60,40,60,70,70,70,70,70,100,30,70,70,70
1,60,0,85,100,85,50,100,100,50,100,40,100,15,60,50,100
0,0,100,50,0,15,15,0,0,100,85,100,40,100,70,100,0
0,0,85,85,50,50,60,15,15,85,85,85,85,60,15,85,85
0,30,49,65,5,0,70,70,50,80,80,49,80,50,50,70,60
0,37,70,75,60,40,85,50,65,85,85,95,80,55,90,90,90
1,40,0,85,80,100,50,50,80,50,100,50,100,50,50,50,100
1,85,0,80,85,85,40,85,85,85,100,40,100,70,85,85,40
1,85,0,85,85,75,66,85,65,40,50,75,85,5,80,50,75
0,10,85,60,10,0,60,100,85,90,100,100,50,70,70,100,70
1,60,0,100,50,85,85,50,50,50,50,100,85,40,100,50,100
1,85,0,60,0,30,0,15,0,85,15,60,60,50,15,40,15
1,60,0,90,50,60,40,65,50,5,50,60,100,45,45,30,85
1,85,0,30,85,60,0,100,85,40,100,40,100,15,60,30,85
1,100,0,100,85,60,40,60,60,70,85,70,100,0,85,85,85
1,70,0,85,50,40,30,50,50,100,85,50,70,15,50,50,60
1,70,30,100,70,40,50,60,70,60,70,85,85,40,85,85,85
1,85,0,100,85,85,30,70,85,50,85,60,100,0,85,60,70
0,50,60,50,50,50,60,50,50,50,70,70,100,50,60,50,85
0,0,100,15,40,0,85,40,15,85,50,85,85,85,30,70,30
1,50,0,70,50,40,40,50,50,30,50,30,80,15,40,50,50
0,0,75,50,50,50,40,50,50,85,85,70,50,50,50,70,50
0,0,100,30,0,0,70,50,40,85,85,85,70,85,30,100,15
1,95,0,100,80,85,30,90,90,10,95,85,100,0,90,100,90
0,30,85,85,70,30,85,50,50,90,90,85,100,50,60,95,90
0,0,85,0,0,0,50,50,50,50,50,85,50,70,30,85,85
0,0,100,0,15,50,85,50,40,50,50,100,50,100,15,100,15
1,60,0,95,70,80,15,70,70,35,70,40,85,0,45,60,70
1,100,0,100,100,30,30,60,40,30,30,30,70,0,30,0,60
1,85,0,85,100,70,50,100,100,85,100,70,90,40,85,85,85
1,100,0,85,85,70,30,70,70,50,70,40,85,0,70,60,85
0,0,100,50,30,50,40,50,40,50,50,85,50,100,70,70,30
1,85,0,100,70,50,60,85,70,85,85,100,100,40,85,85,85
0,0,90,0,50,50,10,80,50,50,50,100,50,80,50,90,0
1,85,0,100,100,85,30,100,60,60,70,15,100,0,40,50,85
1,70,0,100,70,85,30,85,50,15,85,15,100,15,70,50,100
1,85,0,85,70,40,40,50,60,70,70,85,100,0,50,60,70
1,90,0,100,85,85,30,85,85,50,80,80,95,0,70,60,80
1,85,0,85,85,60,15,90,75,20,90,35,85,0,85,50,85
1,90,0,90,90,65,45,90,90,10,90,80,95,0,60,60,80
0,0,100,50,50,50,50,50,50,100,100,100,70,100,60,70,60
1,60,0,85,60,60,50,50,60,70,60,60,60,15,50,50,50
0,15,100,60,0,15,40,70,50,100,85,100,60,85,30,100,30
0,0,100,40,50,40,85,85,50,100,85,100,85,70,40,100,70
0,30,70,30,60,50,50,50,50,60,50,50,50,60,50,50,40
0,0,100,70,60,50,15,50,70,100,85,30,85,100,60,100,70
0,0,90,0,35,35,45,50,50,50,50,65,65,35,26,75,30
0,15,60,40,0,40,0,70,70,70,70,85,60,85,70,85,60
0,5,85,20,35,15,50,35,50,100,85,75,30,60,60,65,30
0,0,100,60,0,100,0,0,0,100,70,100,60,100,50,100,100
0,0,70,0,15,30,50,50,70,85,70,100,40,50,40,100,50
1,40,15,100,50,30,40,50,50,50,50,60,100,40,70,50,100
0,0,85,65,70,50,65,100,75,90,100,65,85,85,65,65,85
1,50,0,100,100,85,15,100,85,30,100,60,100,15,50,70,85
0,0,100,0,50,50,50,50,50,100,50,85,50,85,50,100,50
0,15,60,85,20,85,40,70,70,85,70,100,70,75,40,85,30
0,15,100,60,15,50,70,85,50,85,85,85,70,85,50,85,70
0,0,100,0,50,0,40,50,0,100,50,100,70,100,60,70,60
0,10,89,40,40,50,50,50,50,90,60,89,50,85,35,90,60
0,30,85,40,40,60,40,70,60,85,85,85,50,70,85,85,40
1,85,0,100,85,70,60,100,100,40,85,40,100,0,70,70,70
1,60,0,100,40,40,20,70,80,80,100,40,100,0,80,30,80
0,30,60,15,15,30,30,50,50,60,50,40,70,30,0,70,0
1,70,0,100,85,60,70,100,85,60,100,85,100,0,85,85,85
1,9,0,90,60,20,70,50,15,30,15,85,100,0,85,70,70
1,100,0,100,90,90,70,90,70,85,90,70,100,0,90,0,40
1,85,0,100,85,60,60,85,85,70,85,85,70,40,70,50,40
1,85,0,85,85,70,50,70,70,70,70,70,85,0,70,70,70
0,10,90,60,15,40,90,50,30,90,90,90,85,85,40,90,60
0,0,100,15,0,60,85,15,15,100,80,100,85,100,85,100,60
1,95,0,95,95,40,70,95,95,95,95,95,95,5,95,95,95
1,70,0,100,15,60,70,30,15,50,60,0,50,0,60,0,60
1,85,10,75,85,85,40,85,85,85,85,85,95,75,85,75,95
0,0,70,20,0,85,15,30,50,60,50,0,100,45,50,100,65
0,30,70,50,20,15,50,100,70,100,100,85,85,50,60,100,50
0,50,99,60,70,80,90,79,60,97,79,95,85,99,90,99,70
1,90,0,100,85,40,60,85,60,40,50,40,100,0,60,30,85
0,15,100,30,30,30,50,70,15,100,85,85,60,85,70,85,50
0,15,70,50,60,30,85,85,70,85,85,100,85,50,70,100,60
1,100,0,85,50,60,50,70,70,70,100,85,85,30,80,50,90
1,85,0,100,100,50,50,100,85,15,85,15,100,15,60,40,85
1,5,10,10,25,1,55,50,50,50,50,100,90,55,99,50,40
0,30,70,50,40,15,40,50,50,70,50,70,60,50,60,50,50
0,0,100,50,15,50,0,30,30,0,60,85,100,85,0,85,70
0,0,30,80,0,50,50,40,100,100,100,80,50,75,60,100,70
0,40,70,60,60,50,50,70,60,85,85,85,85,50,50,70,85
1,85,0,100,40,50,15,70,70,60,70,15,70,15,30,40,60
0,15,60,100,30,40,40,15,40,70,70,60,60,85,40,70,70
1,85,0,70,85,50,50,85,60,40,85,60,100,15,50,50,40
1,85,0,100,95,60,60,60,95,95,95,95,99,85,50,100,85
1,80,0,80,80,15,70,70,50,50,50,40,100,0,70,20,60
1,100,0,100,50,60,70,100,100,50,100,85,85,0,85,70,60
1,85,0,100,80,100,50,30,50,80,80,80,90,20,80,80,80
0,60,60,30,70,50,60,70,50,70,50,70,70,30,85,85,60
0,30,85,30,30,50,30,0,15,85,50,85,40,70,70,50,40
1,50,50,100,50,50,30,50,50,50,50,70,100,30,70,85,70
0,15,85,50,40,50,30,50,40,50,50,85,50,70,40,70,50
1,100,0,100,85,85,15,100,100,85,85,70,100,0,100,70,85
1,70,0,100,50,85,10,50,50,60,50,70,70,30,50,50,70
1,85,0,100,85,40,40,70,30,30,30,85,85,15,70,50,85
0,0,100,100,0,50,60,60,50,60,60,60,70,100,60,70,60
1,70,0,50,40,50,30,85,40,70,50,40,50,40,60,70,50
1,85,0,85,85,70,30,70,70,85,85,85,100,15,85,70,85
1,95,15,100,50,50,60,50,50,50,50,40,90,100,0,55,80
1,85,0,100,60,70,0,70,70,40,15,0,100,0,70,50,100
1,100,0,100,60,50,40,85,85,85,100,50,100,15,40,50,85
1,90,0,50,50,50,40,50,50,85,50,40,60,50,50,50,60
0,30,70,30,15,30,30,30,15,100,40,70,50,60,60,85,50
0,40,40,100,50,40,70,100,85,85,100,100,100,70,85,85,100
1,85,0,70,40,50,15,40,50,70,70,40,100,50,60,85,60
1,100,0,100,70,70,40,85,90,40,90,85,90,0,70,70,90
1,85,0,100,85,70,40,85,70,85,70,70,85,30,60,40,70
0,30,85,85,70,60,60,40,50,85,50,85,70,70,70,100,60
1,85,30,70,70,60,70,60,60,85,70,60,70,40,70,60,85
1,85,0,85,100,70,85,100,100,100,100,100,100,40,70,85,85
0,15,77,50,16,25,16,57,34,54,50,86,42,53,10,62,43
1,65,0,90,100,50,10,90,90,40,90,30,90,0,75,50,88
1,80,0,90,60,70,60,75,50,40,80,50,85,0,70,40,70
1,70,0,70,50,80,40,50,50,50,50,50,85,50,50,50,50
1,85,0,100,70,70,65,70,70,80,90,70,90,5,85,40,85
1,95,15,95,90,80,65,98,85,50,90,50,98,35,95,87,95
1,85,0,85,85,30,60,70,60,85,85,85,70,50,70,85,85
0,0,70,40,15,70,60,60,0,15,15,85,85,85,70,100,0
1,85,0,100,70,85,40,90,80,80,85,85,100,20,80,80,70
1,100,0,100,85,40,70,85,65,75,85,60,75,0,75,70,90
1,60,15,60,60,50,60,70,70,100,100,60,100,50,90,85,70
0,15,85,70,60,60,80,60,30,85,90,90,90,90,80,90,70
